acdnt_type,no,ocrn_dt,adstrd_code,stdg_code,stdg_nm,ctpv_code,sgg_code,lot,wrngdo_drver_age,wrngdo_drver_sexdstn,sgg_nm,road_stle,sufrer_age,caslt_cnt,acdnt_no,ctpv_nm,sufrer_sexdstn,lat,crtr_ymd,adstrd_nm
차대차 - 기타,6,2017년 01월 02일 22시,3020053000,3020011100,봉명동,3000000000,3020000000,1817758,50세,남,유성구,단일로 - 기타,35세,1,2017010200100509,대전광역시,남,986160,2017-01-02,온천1동
차대차 - 추돌,7,2017년 01월 02일 22시,3020055000,3020012500,신성동,3000000000,3020000000,1820780,43세,남,유성구,교차로 - 교차로부근,54세,2,2017010200100510,대전광역시,여,986225,2017-01-02,신성동
차대차 - 추돌,8,2017년 01월 03일 07시,3020053000,3020011200,구암동,3000000000,3020000000,1818231,52세,남,유성구,단일로 - 기타,51세,1,2017010300100123,대전광역시,여,982563,2017-01-03,온천1동
차대차 - 측면충돌,9,2017년 01월 03일 14시,3020053000,3020011100,봉명동,3000000000,3020000000,1817001,49세,여,유성구,교차로 - 교차로안,47세,1,2017010300100324,대전광역시,남,985666,2017-01-03,온천1동
차대차 - 기타,10,2017년 01월 03일 17시,3020054600,3020012000,지족동,3000000000,3020000000,1819941,61세,여,유성구,교차로 - 교차로부근,55세,1,2017010300100403,대전광역시,남,984309,2017-01-03,노은1동
차대사람 - 기타,11,2017년 01월 03일 18시,3020057000,3020014100,전민동,3000000000,3020000000,1822439,56세,남,유성구,단일로 - 기타,46세,1,2017010300100443,대전광역시,남,991268,2017-01-03,전민동
차대사람 - 횡단중,12,2017년 01월 03일 22시,3020053000,3020011100,봉명동,3000000000,3020000000,1817866,42세,남,유성구,단일로 - 기타,28세,1,2017010300100569,대전광역시,여,986685,2017-01-03,온천1동
차대사람 - 횡단중,14,2017년 01월 04일 18시,3020054600,3020012000,지족동,3000000000,3020000000,1819733,43세,남,유성구,단일로 - 기타,37세,1,2017010400100435,대전광역시,남,983873,2017-01-04,노은1동
차대사람 - 횡단중,15,2017년 01월 05일 00시,3020053000,3020011100,봉명동,3000000000,3020000000,1817438,43세,남,유성구,단일로 - 기타,53세,1,2017010500100028,대전광역시,남,985895,2017-01-05,온천1동
차대차 - 측면충돌,16,2017년 01월 05일 02시,3020052000,3020010100,원내동,3000000000,3020000000,1811398,54세,남,유성구,교차로 - 교차로안,63세,3,2017010500100052,대전광역시,남,984056,2017-01-05,진잠동
차대사람 - 횡단중,17,2017년 01월 05일 07시,3020053000,3020011100,봉명동,3000000000,3020000000,1817616,52세,여,유성구,교차로 - 교차로안,56세,1,2017010500100108,대전광역시,남,985088,2017-01-05,온천1동
차대차 - 추돌,18,2017년 01월 05일 07시,3020054600,3020011900,노은동,3000000000,3020000000,1818690,42세,남,유성구,기타 - 기타,49세,1,2017010500100109,대전광역시,남,983888,2017-01-05,노은1동
차대차 - 기타,19,2017년 01월 05일 12시,3020054000,3020011700,장대동,3000000000,3020000000,1818494,72세,남,유성구,단일로 - 기타,33세,7,2017010500100226,대전광역시,남,985460,2017-01-05,온천2동
차대차 - 추돌,20,2017년 01월 05일 20시,3020055000,3020013000,화암동,3000000000,3020000000,1824141,46세,남,유성구,단일로 - 기타,49세,1,2017010500100474,대전광역시,여,989061,2017-01-05,신성동
차대사람 - 횡단중,21,2017년 01월 06일 10시,3020057000,3020014100,전민동,3000000000,3020000000,1822451,60세,남,유성구,교차로 - 교차로부근,13세,1,2017010600100194,대전광역시,여,991457,2017-01-06,전민동
차대차 - 측면충돌,22,2017년 01월 06일 13시,3020060000,3020014400,용산동,3000000000,3020000000,1824985,47세,남,유성구,교차로 - 교차로안,66세,2,2017010600100274,대전광역시,남,991669,2017-01-06,관평동
차대차 - 추돌,23,2017년 01월 06일 16시,3020055000,3020013000,화암동,3000000000,3020000000,1824329,51세,남,유성구,단일로 - 기타,46세,6,2017010600100358,대전광역시,남,989052,2017-01-06,신성동
차대차 - 기타,24,2017년 01월 06일 17시,3020053000,3020011200,구암동,3000000000,3020000000,1817355,57세,남,유성구,교차로 - 교차로안,30세,2,2017010600100394,대전광역시,남,985070,2017-01-06,온천1동
차대차 - 추돌,25,2017년 01월 07일 03시,3020054800,3020013900,반석동,3000000000,3020000000,1822063,50세,남,유성구,단일로 - 기타,30세,1,2017010700100085,대전광역시,남,983122,2017-01-07,노은3동
차대차 - 측면충돌,26,2017년 01월 07일 11시,3020052000,3020010100,원내동,3000000000,3020000000,1811394,30세,남,유성구,교차로 - 교차로안,31세,2,2017010700100260,대전광역시,남,984061,2017-01-07,진잠동
차대사람 - 길가장자리구역통행중,27,2017년 01월 07일 20시,3020053000,3020011100,봉명동,3000000000,3020000000,1817404,48세,남,유성구,단일로 - 기타,19세,1,2017010700100504,대전광역시,남,985248,2017-01-07,온천1동
차대차 - 추돌,28,2017년 01월 07일 21시,3020053000,3020011100,봉명동,3000000000,3020000000,1817644,72세,남,유성구,교차로 - 교차로부근,50세,1,2017010700100525,대전광역시,남,986711,2017-01-07,온천1동
차대사람 - 기타,29,2017년 01월 07일 21시,3020055000,3020012500,신성동,3000000000,3020000000,1821094,28세,남,유성구,단일로 - 기타,39세,1,2017010700100526,대전광역시,남,986583,2017-01-07,신성동
차대차 - 추돌,30,2017년 01월 07일 23시,3020061000,3020011400,원신흥동,3000000000,3020000000,1816053,55세,남,유성구,단일로 - 기타,47세,1,2017010700100569,대전광역시,남,986085,2017-01-07,원신흥동
차대차 - 추돌,31,2017년 01월 08일 07시,3020053000,3020011200,구암동,3000000000,3020000000,1818007,29세,남,유성구,단일로 - 기타,52세,2,2017010800100123,대전광역시,남,983521,2017-01-08,온천1동
차대차 - 추돌,33,2017년 01월 08일 14시,3020052700,3020011600,복용동,3000000000,3020000000,1815677,26세,남,유성구,단일로 - 기타,32세,1,2017010800100238,대전광역시,남,983694,2017-01-08,상대동
차대사람 - 횡단중,34,2017년 01월 08일 14시,3020053000,3020011100,봉명동,3000000000,3020000000,1817561,미분류,기타불명,유성구,단일로 - 기타,61세,1,2017010800100239,대전광역시,남,986053,2017-01-08,온천1동
차대차 - 측면충돌,35,2017년 01월 08일 21시,3020053000,3020011100,봉명동,3000000000,3020000000,1817788,26세,남,유성구,단일로 - 기타,32세,1,2017010800100415,대전광역시,남,986509,2017-01-08,온천1동
차대차 - 추돌,36,2017년 01월 09일 13시,3020060000,3020014600,관평동,3000000000,3020000000,1826034,56세,여,유성구,단일로 - 기타,52세,1,2017010900100234,대전광역시,여,989950,2017-01-09,관평동
차대차 - 측면충돌,37,2017년 01월 09일 14시,3020054000,3020012300,어은동,3000000000,3020000000,1818295,25세,남,유성구,교차로 - 교차로안,33세,1,2017010900100246,대전광역시,여,987228,2017-01-09,온천2동
차대차 - 측면충돌,38,2017년 01월 09일 20시,3020055000,3020012700,도룡동,3000000000,3020000000,1821245,57세,남,유성구,교차로 - 교차로안,30세,3,2017010900100414,대전광역시,남,989105,2017-01-09,신성동
차대차 - 측면충돌,39,2017년 01월 09일 23시,3020061000,3020011400,원신흥동,3000000000,3020000000,1814990,18세,남,유성구,교차로 - 교차로안,58세,2,2017010900100481,대전광역시,남,986338,2017-01-09,원신흥동
차대차 - 기타,40,2017년 01월 10일 09시,3020053000,3020011200,구암동,3000000000,3020000000,1817390,33세,여,유성구,단일로 - 기타,53세,1,2017011000100169,대전광역시,여,984967,2017-01-10,온천1동
차대사람 - 횡단중,41,2017년 01월 10일 10시,3020053000,3020011100,봉명동,3000000000,3020000000,1818013,55세,남,유성구,단일로 - 기타,80세,1,2017011000100199,대전광역시,여,986850,2017-01-10,온천1동
차대차 - 추돌,42,2017년 01월 10일 10시,3020060000,3020014600,관평동,3000000000,3020000000,1825421,37세,남,유성구,단일로 - 기타,46세,1,2017011000100200,대전광역시,남,990480,2017-01-10,관평동
차대사람 - 횡단중,43,2017년 01월 10일 11시,3020053000,3020011200,구암동,3000000000,3020000000,1817356,72세,남,유성구,교차로 - 교차로부근,20세,1,2017011000100220,대전광역시,여,985071,2017-01-10,온천1동
차대차 - 측면충돌,44,2017년 01월 10일 17시,3020054700,3020013200,하기동,3000000000,3020000000,1821151,55세,남,유성구,교차로 - 교차로안,60세,1,2017011000100372,대전광역시,여,984053,2017-01-10,노은2동
차대차 - 기타,45,2017년 01월 10일 20시,3020060000,3020014600,관평동,3000000000,3020000000,1824981,미분류,기타불명,유성구,단일로 - 기타,17세,1,2017011000100478,대전광역시,남,989723,2017-01-10,관평동
차대사람 - 횡단중,46,2017년 01월 10일 21시,3020058000,3020014700,송강동,3000000000,3020000000,1825671,65세,남,유성구,단일로 - 기타,39세,1,2017011000100513,대전광역시,남,989757,2017-01-10,구즉동
차대차 - 측면충돌,47,2017년 01월 11일 15시,3020053000,3020011200,구암동,3000000000,3020000000,1817107,78세,남,유성구,교차로 - 교차로횡단보도내,57세,1,2017011100100338,대전광역시,남,985060,2017-01-11,온천1동
차대차 - 측면충돌,48,2017년 01월 11일 16시,3020061000,3020011400,원신흥동,3000000000,3020000000,1816203,49세,남,유성구,교차로 - 교차로안,55세,1,2017011100100367,대전광역시,남,986268,2017-01-11,원신흥동
차량단독 - 기타,49,2017년 01월 11일 19시,3020053000,3020011200,구암동,3000000000,3020000000,1817080,69세,남,유성구,교차로 - 교차로부근,,1,2017011100100474,대전광역시,,984515,2017-01-11,온천1동
차대차 - 추돌,50,2017년 01월 11일 22시,3020052700,3020011600,복용동,3000000000,3020000000,1816030,41세,남,유성구,교차로 - 교차로부근,48세,1,2017011100100552,대전광역시,남,983881,2017-01-11,상대동
차대사람 - 횡단중,51,2017년 01월 12일 07시,3020054800,3020013900,반석동,3000000000,3020000000,1821623,34세,남,유성구,교차로 - 교차로안,30세,1,2017011200100112,대전광역시,남,983360,2017-01-12,노은3동
차대차 - 측면충돌,52,2017년 01월 12일 07시,3020054000,3020011700,장대동,3000000000,3020000000,1818576,57세,남,유성구,교차로 - 교차로안,35세,1,2017011200100113,대전광역시,남,984509,2017-01-12,온천2동
차대차 - 추돌,53,2017년 01월 12일 10시,3020054000,3020011700,장대동,3000000000,3020000000,1817895,62세,여,유성구,단일로 - 기타,42세,1,2017011200100188,대전광역시,남,984842,2017-01-12,온천2동
차대사람 - 횡단중,54,2017년 01월 12일 12시,3020052000,3020010100,원내동,3000000000,3020000000,1810953,46세,남,유성구,단일로 - 기타,9세,1,2017011200100233,대전광역시,남,983776,2017-01-12,진잠동
차대차 - 추돌,55,2017년 01월 12일 15시,3020054800,3020013900,반석동,3000000000,3020000000,1822075,31세,남,유성구,단일로 - 기타,58세,3,2017011200100315,대전광역시,여,983119,2017-01-12,노은3동
차대차 - 기타,56,2017년 01월 12일 18시,3020054000,3020011700,장대동,3000000000,3020000000,1818485,29세,여,유성구,단일로 - 기타,31세,1,2017011200100413,대전광역시,여,985678,2017-01-12,온천2동
차대차 - 측면충돌,57,2017년 01월 12일 22시,3020054800,3020012000,지족동,3000000000,3020000000,1819724,63세,남,유성구,교차로 - 교차로부근,47세,1,2017011200100532,대전광역시,여,982488,2017-01-12,노은3동
차대차 - 추돌,58,2017년 01월 12일 23시,3020052700,3020011500,상대동,3000000000,3020000000,1816580,26세,남,유성구,단일로 - 기타,40세,3,2017011200100559,대전광역시,남,985668,2017-01-12,상대동
차대차 - 측면충돌,59,2017년 01월 13일 00시,3020060000,3020014600,관평동,3000000000,3020000000,1825557,34세,남,유성구,교차로 - 교차로안,66세,4,2017011300100030,대전광역시,남,990011,2017-01-13,관평동
차대차 - 추돌,60,2017년 01월 13일 01시,3020055000,3020012700,도룡동,3000000000,3020000000,1820941,29세,남,유성구,교차로 - 교차로부근,57세,2,2017011300100043,대전광역시,남,989108,2017-01-13,신성동
차대사람 - 횡단중,61,2017년 01월 13일 06시,3020054700,3020013200,하기동,3000000000,3020000000,1820839,78세,남,유성구,교차로 - 교차로횡단보도내,75세,1,2017011300100095,대전광역시,여,983904,2017-01-13,노은2동
차대차 - 측면충돌,62,2017년 01월 13일 08시,3020057000,3020014000,문지동,3000000000,3020000000,1821419,33세,남,유성구,교차로 - 교차로안,28세,1,2017011300100149,대전광역시,여,990985,2017-01-13,전민동
차대차 - 측면충돌,63,2017년 01월 13일 10시,3020060000,3020014400,용산동,3000000000,3020000000,1825556,68세,남,유성구,교차로 - 교차로안,72세,2,2017011300100204,대전광역시,남,991283,2017-01-13,관평동
차대차 - 측면충돌,64,2017년 01월 13일 12시,3020060000,3020014600,관평동,3000000000,3020000000,1825180,28세,여,유성구,단일로 - 기타,24세,2,2017011300100259,대전광역시,여,990200,2017-01-13,관평동
차대차 - 측면충돌,65,2017년 01월 13일 14시,3020054600,3020011900,노은동,3000000000,3020000000,1818839,40세,남,유성구,교차로 - 교차로안,64세,3,2017011300100317,대전광역시,남,984157,2017-01-13,노은1동
차대차 - 추돌,66,2017년 01월 13일 16시,3020054000,3020011700,장대동,3000000000,3020000000,1817974,65세,남,유성구,교차로 - 교차로부근,50세,1,2017011300100378,대전광역시,여,985068,2017-01-13,온천2동
차대차 - 추돌,67,2017년 01월 13일 18시,3020052700,3020011500,상대동,3000000000,3020000000,1816800,28세,남,유성구,단일로 - 지하차도(도로)내,49세,1,2017011300100470,대전광역시,여,985529,2017-01-13,상대동
차대사람 - 횡단중,68,2017년 01월 13일 20시,3020052700,3020011500,상대동,3000000000,3020000000,1815953,미분류,기타불명,유성구,단일로 - 기타,22세,1,2017011300100550,대전광역시,여,985453,2017-01-13,상대동
차대차 - 측면충돌,69,2017년 01월 14일 05시,3020058000,3020014500,봉산동,3000000000,3020000000,1826293,62세,남,유성구,교차로 - 교차로안,28세,1,2017011400100100,대전광역시,남,990030,2017-01-14,구즉동
차대차 - 기타,70,2017년 01월 14일 10시,3020060000,3020014400,용산동,3000000000,3020000000,1825390,29세,남,유성구,교차로 - 교차로안,34세,1,2017011400100199,대전광역시,남,991183,2017-01-14,관평동
차대차 - 기타,71,2017년 01월 14일 12시,3020053000,3020011200,구암동,3000000000,3020000000,1817754,50세,남,유성구,단일로 - 기타,50세,1,2017011400100267,대전광역시,남,984876,2017-01-14,온천1동
차대차 - 기타,72,2017년 01월 14일 13시,3020054000,3020011700,장대동,3000000000,3020000000,1818818,66세,남,유성구,단일로 - 기타,62세,1,2017011400100294,대전광역시,남,984757,2017-01-14,온천2동
차대차 - 측면충돌,73,2017년 01월 14일 14시,3020054600,3020011900,노은동,3000000000,3020000000,1818690,40세,여,유성구,교차로 - 교차로안,44세,3,2017011400100325,대전광역시,여,983438,2017-01-14,노은1동
차대차 - 기타,74,2017년 01월 14일 15시,3020054000,3020012200,궁동,3000000000,3020000000,1818340,34세,남,유성구,단일로 - 기타,21세,1,2017011400100350,대전광역시,남,986026,2017-01-14,온천2동
차대차 - 기타,75,2017년 01월 14일 16시,3020054000,3020012200,궁동,3000000000,3020000000,1818372,56세,남,유성구,단일로 - 기타,29세,3,2017011400100381,대전광역시,남,985893,2017-01-14,온천2동
차대차 - 추돌,76,2017년 01월 14일 18시,3020054000,3020011700,장대동,3000000000,3020000000,1817913,34세,여,유성구,단일로 - 기타,33세,1,2017011400100449,대전광역시,여,984995,2017-01-14,온천2동
차대차 - 측면충돌,77,2017년 01월 14일 20시,3020055000,3020012700,도룡동,3000000000,3020000000,1819697,54세,여,유성구,교차로 - 교차로안,54세,1,2017011400100514,대전광역시,남,989209,2017-01-14,신성동
차대차 - 기타,78,2017년 01월 14일 23시,3020055000,3020013400,자운동,3000000000,3020000000,1821822,57세,남,유성구,교차로 - 교차로부근,43세,3,2017011400100591,대전광역시,남,986573,2017-01-14,신성동
차대차 - 기타,79,2017년 01월 14일 23시,3020052600,3020011300,덕명동,3000000000,3020000000,1816814,49세,남,유성구,단일로 - 기타,32세,1,2017011400100592,대전광역시,남,981894,2017-01-14,학하동
차대차 - 측면충돌,80,2017년 01월 15일 11시,3020053000,3020011100,봉명동,3000000000,3020000000,1817923,51세,남,유성구,단일로 - 기타,30세,1,2017011500100163,대전광역시,남,986452,2017-01-15,온천1동
차대차 - 기타,81,2017년 01월 15일 14시,3020060000,3020014600,관평동,3000000000,3020000000,1825252,49세,여,유성구,교차로 - 교차로안,40세,1,2017011500100240,대전광역시,남,990058,2017-01-15,관평동
차대사람 - 횡단중,82,2017년 01월 15일 15시,3020054800,3020012000,지족동,3000000000,3020000000,1821096,52세,남,유성구,교차로 - 교차로안,78세,1,2017011500100271,대전광역시,여,983382,2017-01-15,노은3동
차대차 - 기타,83,2017년 01월 15일 17시,3020053000,3020011100,봉명동,3000000000,3020000000,1817560,45세,여,유성구,교차로 - 교차로안,49세,1,2017011500100313,대전광역시,남,986019,2017-01-15,온천1동
차대차 - 기타,84,2017년 01월 16일 06시,3020054000,3020012100,죽동,3000000000,3020000000,1820021,54세,남,유성구,교차로 - 교차로안,48세,3,2017011600100085,대전광역시,남,985318,2017-01-16,온천2동
차대차 - 추돌,85,2017년 01월 16일 07시,3020055000,3020013500,신봉동,3000000000,3020000000,1823932,56세,남,유성구,교차로 - 교차로부근,35세,2,2017011600100118,대전광역시,남,985911,2017-01-16,신성동
차대차 - 측면충돌,86,2017년 01월 16일 13시,3020053000,3020011100,봉명동,3000000000,3020000000,1817461,32세,남,유성구,교차로 - 교차로안,48세,2,2017011600100335,대전광역시,여,986458,2017-01-16,온천1동
차대사람 - 기타,87,2017년 01월 16일 14시,3020052000,3020011000,방동,3000000000,3020000000,1809434,52세,여,유성구,단일로 - 기타,27세,1,2017011600100370,대전광역시,남,982669,2017-01-16,진잠동
차대차 - 측면충돌,88,2017년 01월 16일 20시,3020052700,3020011500,상대동,3000000000,3020000000,1816820,62세,여,유성구,단일로 - 기타,25세,1,2017011600100612,대전광역시,남,985276,2017-01-16,상대동
차대차 - 측면충돌,89,2017년 01월 16일 20시,3020057000,3020014100,전민동,3000000000,3020000000,1822452,55세,남,유성구,교차로 - 교차로안,12세,1,2017011600100613,대전광역시,남,991447,2017-01-16,전민동
차대차 - 기타,90,2017년 01월 16일 20시,3020054800,3020012000,지족동,3000000000,3020000000,1820908,34세,여,유성구,교차로 - 교차로안,44세,1,2017011600100614,대전광역시,남,983700,2017-01-16,노은3동
차대차 - 추돌,91,2017년 01월 17일 11시,3020052000,3020011000,방동,3000000000,3020000000,1809434,45세,남,유성구,단일로 - 교량,28세,2,2017011700100207,대전광역시,남,982668,2017-01-17,진잠동
차량단독 - 기타,92,2017년 01월 17일 18시,3020053000,3020011100,봉명동,3000000000,3020000000,1816981,55세,남,유성구,교차로 - 교차로부근,,1,2017011700100432,대전광역시,,985663,2017-01-17,온천1동
차대차 - 측면충돌,93,2017년 01월 18일 08시,3020060000,3020014600,관평동,3000000000,3020000000,1824985,57세,여,유성구,교차로 - 교차로안,38세,2,2017011800100140,대전광역시,남,990578,2017-01-18,관평동
차대차 - 추돌,95,2017년 01월 18일 13시,3020053000,3020011100,봉명동,3000000000,3020000000,1817471,59세,남,유성구,단일로 - 기타,37세,1,2017011800100287,대전광역시,여,985331,2017-01-18,온천1동
차대차 - 기타,96,2017년 01월 18일 15시,3020057000,3020014200,원촌동,3000000000,3020000000,1820328,41세,남,유성구,단일로 - 기타,47세,1,2017011800100331,대전광역시,여,991623,2017-01-18,전민동
차대차 - 기타,97,2017년 01월 18일 20시,3020054800,3020012000,지족동,3000000000,3020000000,1821141,미분류,기타불명,유성구,교차로 - 교차로안,19세,1,2017011800100526,대전광역시,남,983313,2017-01-18,노은3동
차대차 - 측면충돌,98,2017년 01월 19일 12시,3020053000,3020011100,봉명동,3000000000,3020000000,1817532,46세,여,유성구,단일로 - 기타,60세,1,2017011900100242,대전광역시,남,985954,2017-01-19,온천1동
차대사람 - 길가장자리구역통행중,99,2017년 01월 19일 14시,3020053000,3020011100,봉명동,3000000000,3020000000,1817467,27세,여,유성구,단일로 - 기타,64세,1,2017011900100298,대전광역시,남,985407,2017-01-19,온천1동
차대차 - 기타,100,2017년 01월 19일 17시,3020053000,3020011200,구암동,3000000000,3020000000,1817695,66세,남,유성구,교차로 - 교차로안,35세,2,2017011900100391,대전광역시,남,984884,2017-01-19,온천1동
차대차 - 측면충돌,101,2017년 01월 19일 18시,3020053000,3020011100,봉명동,3000000000,3020000000,1818037,52세,여,유성구,단일로 - 기타,37세,5,2017011900100442,대전광역시,남,986822,2017-01-19,온천1동
차대차 - 측면충돌,102,2017년 01월 19일 20시,3020053000,3020011100,봉명동,3000000000,3020000000,1817431,68세,남,유성구,단일로 - 기타,37세,1,2017011900100499,대전광역시,남,985795,2017-01-19,온천1동
차대차 - 측면충돌,103,2017년 01월 19일 21시,3020057000,3020014000,문지동,3000000000,3020000000,1821385,49세,남,유성구,교차로 - 교차로안,34세,2,2017011900100525,대전광역시,남,991475,2017-01-19,전민동
차대차 - 기타,104,2017년 01월 19일 23시,3020054600,3020012000,지족동,3000000000,3020000000,1819715,52세,남,유성구,단일로 - 기타,58세,1,2017011900100571,대전광역시,남,983799,2017-01-19,노은1동
차량단독 - 공작물충돌,105,2017년 01월 20일 06시,3020058000,3020015200,둔곡동,3000000000,3020000000,1829875,44세,남,유성구,단일로 - 기타,,4,2017012000100111,대전광역시,,988059,2017-01-20,구즉동
차대차 - 측면충돌,106,2017년 01월 20일 07시,3020058000,3020014700,송강동,3000000000,3020000000,1825215,52세,남,유성구,단일로 - 기타,41세,2,2017012000100145,대전광역시,여,989596,2017-01-20,구즉동
차대차 - 추돌,107,2017년 01월 20일 07시,3020054800,3020012000,지족동,3000000000,3020000000,1821032,42세,여,유성구,단일로 - 기타,34세,1,2017012000100146,대전광역시,남,983577,2017-01-20,노은3동
차대차 - 측면충돌,108,2017년 01월 20일 15시,3020058000,3020014700,송강동,3000000000,3020000000,1826333,61세,남,유성구,기타 - 기타,27세,1,2017012000100364,대전광역시,남,989454,2017-01-20,구즉동
차대사람 - 길가장자리구역통행중,109,2017년 01월 21일 03시,3020054000,3020012200,궁동,3000000000,3020000000,1818196,21세,남,유성구,단일로 - 기타,19세,1,2017012100100087,대전광역시,여,986552,2017-01-21,온천2동
차대차 - 측면충돌,110,2017년 01월 21일 09시,3020052000,3020010400,용계동,3000000000,3020000000,1814007,25세,여,유성구,교차로 - 교차로안,57세,1,2017012100100171,대전광역시,여,983612,2017-01-21,진잠동
차대차 - 측면충돌,111,2017년 01월 21일 12시,3020054000,3020011700,장대동,3000000000,3020000000,1818551,64세,남,유성구,교차로 - 교차로안,51세,3,2017012100100247,대전광역시,남,985473,2017-01-21,온천2동
차대차 - 추돌,112,2017년 01월 21일 20시,3020061000,3020011400,원신흥동,3000000000,3020000000,1815131,42세,남,유성구,단일로 - 기타,27세,1,2017012100100453,대전광역시,여,985477,2017-01-21,원신흥동
차대차 - 정면충돌,113,2017년 01월 21일 21시,3020052000,3020011000,방동,3000000000,3020000000,1808271,54세,남,유성구,단일로 - 기타,42세,1,2017012100100478,대전광역시,여,981515,2017-01-21,진잠동
차대차 - 측면충돌,115,2017년 01월 22일 00시,3020053000,3020011100,봉명동,3000000000,3020000000,1817373,34세,남,유성구,교차로 - 교차로안,48세,1,2017012200100022,대전광역시,남,986047,2017-01-22,온천1동
차대차 - 추돌,116,2017년 01월 22일 06시,3020053000,3020011100,봉명동,3000000000,3020000000,1816964,26세,남,유성구,단일로 - 기타,52세,1,2017012200100100,대전광역시,남,985653,2017-01-22,온천1동
